message_type, arerror_code, message_summary, message_description
Error,687,Table field cannot be indexed ,Table field cannot be indexed for multi-form search because the qualification contains an external qualifier and/or display-only fields.
Error,688,Only one form can contain the ,Only one form can contain the Multi-Form Search fields
Error,690,No search term specified in th,No search term specified in the AR System Multi-Form Search form.
Error,691,Either the Form List is empty ,Either the Form List is empty or forms do not have any FTS fields in the AR System Multi-Form Search form.
Error,692,Full text license is required ,Full text license is required for Multi-form search feature.
Error,693,Update operation is not allowe,Update operation is not allowed on AR System Multi-Form Search form.
Error,694,The AR System Multi-Form Searc,The AR System Multi-Form Search form cannot be used for the specified operation.
Error,695,Full Text MFS Category Name pr,Full Text MFS Category Name property can only be specified for a Character field.
Error,696,The field needs to have public,The field needs to have public permissions to be a full text Multi-Form Search Category or Title field.
Error,697,You can only use the Full Text,You can only use the Full Text Indexed fields as the Weighted relevancy fields for Multi-Form Search on a form.
Error,698,Full Text MFS Category Name mu,Full Text MFS Category Name must be unique on a form -- there is already a field using this name.
Error,699,Full text search attributes ca,Full text search attributes cannot be specified for multi-form search system form
Error,700,The system failed to connect t,The system failed to connect to the network management platform.
Error,701,The system failed to connect t,The system failed to connect to the event dispatcher of the network management platform.
Error,702,The system encountered an erro,The system encountered an error during a call to allocate memory space.
Error,703,Cannot open the configuration ,Cannot open the configuration file.
Error,704,Unable to confirm whether the ,Unable to confirm whether the configuration file was updated successfully.
Error,705,The format of one or more line,The format of one or more lines in the configuration file is unrecognizable.
Error,706,The configuration specified mo,The configuration specified more fields than the maximum allowed.
Error,707,Unrecognized command line opti,Unrecognized command line option.
Error,708,An expected value is missing f,An expected value is missing from the command line option.
Error,709,The arxxxd process lost connec,The arxxxd process lost connection to the trapd process for the network management platform.
Error,750,Changes to your event/trap map,Changes to your event/trap mappings will be lost if you exit.
Error,751,The configuration file has bee,The configuration file has been changed by another user since you retrieved it.
Error,752,The specified user does not ex,The specified user does not exist on this server.
Error,753,The length of all data being m,The length of all data being mapped caused an overflow of the definition in the mapping file.
Error,754,Changes on this screen will be,Changes on this screen will be lost if you continue.
Error,758,You have not opened the file d,You have not opened the file defined in this window  --  the file will not be opened if you continue.
Error,759,You have not saved your change,You have not saved your changes  --  They will be lost if you exit.
Error,760,Out of memory.,Out of memory.
Error,761,Cannot connect to any AR Syste,Cannot connect to any AR System server.
